asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
B41IBLJH7,2025-07-31 17:06:27.324910,72.75,14.12,5.73,2.68,30,1.0054,0.1553
B5LXO6QJI,2025-07-31 17:06:27.324910,85.18,15.33,6.17,1.88,45,1.0184,0.1676
BUJV6OH9S,2025-07-31 17:06:27.324910,33.78,6.7,16.6,2.2,30,0.9938,0.1294
BDBDW2PCN,2025-07-31 17:06:27.324910,40.18,13.73,10.39,2.85,30,1.0312,0.1675
B9T84AZYT,2025-07-31 17:06:27.324910,67.11,15.12,7.28,1.49,45,1.0305,0.1414
BJXEPQ85J,2025-07-31 17:06:27.324910,60.52,12.44,18.22,0.96,45,0.9767,0.1651
BSG65KXVF,2025-07-31 17:06:27.324910,56.25,10.63,14.62,1.09,45,1.0442,0.1278
B1T2TALA7,2025-07-31 17:06:27.324910,144.69,22.76,40.61,1.49,45,1.0065,0.1282
B53LC58DR,2025-07-31 17:06:27.324910,79.04,19.22,47.24,0.61,45,0.9412,0.1205
BC11ERTJ5,2025-07-31 17:06:27.324910,96.92,32.6,21.54,1.08,30,1.0013,0.122
BPHT0HL9X,2025-07-31 17:06:27.324910,20.49,5.45,23.39,1.51,45,1.0051,0.1681
BPSEIMVIH,2025-07-31 17:06:27.324910,54.5,9.8,7.17,2.76,30,0.9684,0.1581
BCWI64CIY,2025-07-31 17:06:27.324910,0.0,6.22,0.0,1.98,30,0.9715,0.1309
BHE7UR23G,2025-07-31 17:06:27.324910,0.0,4.72,0.0,1.05,14,1.0022,0.1609
BDPPQ0Y9D,2025-07-31 17:06:27.324910,0.0,1.5,0.0,0.96,14,1.0048,0.1222
BOM5IGQPK,2025-07-31 17:06:27.324910,0.0,6.56,0.0,1.68,14,0.9845,0.1552
BI7P5TB94,2025-07-31 17:06:27.324910,164.6,29.93,20.68,0.75,45,0.9824,0.1799
B874FRHOC,2025-07-31 17:06:27.324910,12.52,3.18,7.87,2.06,45,0.9587,0.1438
BN9J2QP89,2025-07-31 17:06:27.324910,14.2,3.65,6.07,2.48,45,0.9956,0.1396
BUZFK8UT0,2025-07-31 17:06:27.324910,65.58,18.82,7.67,0.78,30,1.0002,0.1758
BCVS4F8CG,2025-07-31 17:06:27.324910,44.52,8.05,27.07,1.36,30,0.99,0.1585
BVYIE6IVW,2025-07-31 17:06:27.324910,0.0,8.34,0.0,2.55,30,1.018,0.1786
BPVS7HZIO,2025-07-31 17:06:27.324910,20.28,4.09,7.11,1.55,45,1.001,0.1373
BYKL1CQ99,2025-07-31 17:06:27.324910,33.9,7.52,16.95,2.07,45,0.9911,0.1629
BCHJ755NF,2025-07-31 17:06:27.324910,56.97,15.56,9.85,0.71,30,1.0087,0.1216
B4ZW9XA3K,2025-07-31 17:06:27.324910,0.0,8.9,0.0,2.23,14,0.9939,0.1293
BX7EEDTJV,2025-07-31 17:06:27.324910,40.84,6.23,14.95,2.59,30,0.9859,0.1286
BZHWJR64D,2025-07-31 17:06:27.324910,32.34,8.46,3.15,1.01,14,0.9922,0.1407
BPJA1WJ0T,2025-07-31 17:06:27.324910,0.0,1.81,0.0,1.0,45,1.0167,0.1459
BPAC56T4U,2025-07-31 17:06:27.324910,0.0,7.31,0.0,2.37,30,1.0225,0.1244
BFEL6246H,2025-07-31 17:06:27.324910,89.88,17.27,18.85,1.37,14,1.0185,0.1287
BID25OWF7,2025-07-31 17:06:27.324910,59.68,18.53,8.45,2.04,30,1.0005,0.1727
B5935A0L7,2025-07-31 17:06:27.324910,119.05,31.98,24.35,0.99,30,0.9883,0.1484
B253J2D54,2025-07-31 17:06:27.324910,112.62,22.18,15.07,1.74,30,0.9902,0.1728
BI3QK2IAG,2025-07-31 17:06:27.324910,106.98,34.01,18.81,1.25,30,1.0224,0.17
BL58KXO9T,2025-07-31 17:06:27.324910,0.0,5.17,0.0,1.73,30,0.9794,0.1526
B7E8G8JDP,2025-07-31 17:06:27.324910,0.0,1.83,0.0,1.23,30,1.0284,0.1701
B0LVSNUJZ,2025-07-31 17:06:27.324910,63.7,12.7,6.44,2.19,30,0.9773,0.1598
BA7TZ0YNC,2025-07-31 17:06:27.324910,21.15,8.45,9.39,0.67,14,1.0291,0.1214
BXLL4ZKLO,2025-07-31 17:06:27.324910,45.42,16.5,8.61,2.2,30,1.0165,0.1545
BOKEP7Y6W,2025-07-31 17:06:27.324910,35.28,6.09,15.26,0.8,45,0.9864,0.1264
BKTAKPUXQ,2025-07-31 17:06:27.324910,58.14,13.65,17.64,1.15,14,0.9877,0.1442
BXAJI0Y6D,2025-08-01 17:06:27.324910,86.62,18.69,12.54,2.98,14,0.9954,0.164
BPBHSAHXT,2025-08-01 17:06:27.324910,55.74,10.34,20.05,2.14,14,0.9936,0.132
BHV3A3ZMF,2025-08-01 17:06:27.324910,63.04,8.76,3.28,0.77,14,1.0086,0.1268
B8MDD4V30,2025-08-01 17:06:27.324910,33.61,10.12,7.14,0.7,45,0.9815,0.1454
BT9NT3W5U,2025-08-01 17:06:27.324910,0.0,4.63,0.0,0.8,30,1.0108,0.1499
BZBIKCIDK,2025-08-01 17:06:27.324910,74.8,20.13,19.78,1.05,45,0.9928,0.1252
BWNNHJ7XV,2025-08-01 17:06:27.324910,85.76,22.15,21.96,2.97,30,0.9988,0.1288
BG0FN9XUY,2025-08-01 17:06:27.324910,16.67,6.16,3.24,1.14,30,0.952,0.1741
B41IBLJH7,2025-08-01 17:06:27.324910,109.14,21.43,8.8,0.67,30,1.0295,0.178
B5LXO6QJI,2025-08-01 17:06:27.324910,57.78,14.64,9.4,1.77,30,0.9944,0.1442
BUJV6OH9S,2025-08-01 17:06:27.324910,0.0,6.29,0.0,2.71,14,0.9836,0.1361
BDBDW2PCN,2025-08-01 17:06:27.324910,79.04,12.61,6.93,0.59,45,1.0216,0.1287
B9T84AZYT,2025-08-01 17:06:27.324910,88.24,16.39,20.2,1.55,14,0.9621,0.1724
BJXEPQ85J,2025-08-01 17:06:27.324910,138.87,36.31,8.99,2.93,45,1.0018,0.1601
BSG65KXVF,2025-08-01 17:06:27.324910,177.1,32.43,79.16,1.8,45,0.9849,0.135
B1T2TALA7,2025-08-01 17:06:27.324910,0.0,1.15,0.0,2.39,45,0.9934,0.1459
B53LC58DR,2025-08-01 17:06:27.324910,60.48,20.82,48.47,2.22,30,1.0151,0.1207
BC11ERTJ5,2025-08-01 17:06:27.324910,0.0,1.6,0.0,0.57,30,1.0047,0.1557
BPHT0HL9X,2025-08-01 17:06:27.324910,16.08,3.6,5.09,1.82,30,0.9549,0.1663
BPSEIMVIH,2025-08-01 17:06:27.324910,0.0,3.28,0.0,0.52,30,0.9816,0.1564
BCWI64CIY,2025-08-01 17:06:27.324910,35.15,4.57,6.24,2.8,45,0.9976,0.1453
BHE7UR23G,2025-08-01 17:06:27.324910,0.0,1.59,0.0,1.39,45,0.9894,0.1312
BDPPQ0Y9D,2025-08-01 17:06:27.324910,0.0,4.93,0.0,0.81,45,1.0056,0.1345
BOM5IGQPK,2025-08-01 17:06:27.324910,67.26,22.54,28.58,0.72,14,0.9547,0.1343
BI7P5TB94,2025-08-01 17:06:27.324910,116.28,19.79,38.04,0.74,14,1.0084,0.1405
B874FRHOC,2025-08-01 17:06:27.324910,53.6,10.91,10.78,1.19,45,0.9784,0.1559
BN9J2QP89,2025-08-01 17:06:27.324910,0.0,2.86,0.0,1.08,14,1.0117,0.1436
BUZFK8UT0,2025-08-01 17:06:27.324910,0.0,5.82,0.0,0.64,45,0.9789,0.1511
BCVS4F8CG,2025-08-01 17:06:27.324910,112.54,20.11,9.2,1.69,14,0.9952,0.1362
BVYIE6IVW,2025-08-01 17:06:27.324910,0.0,1.59,0.0,2.48,45,1.0204,0.1672
BPVS7HZIO,2025-08-01 17:06:27.324910,25.04,7.94,10.17,2.71,14,1.001,0.1456
BYKL1CQ99,2025-08-01 17:06:27.324910,0.0,4.71,0.0,1.77,14,0.9512,0.1704
BCHJ755NF,2025-08-01 17:06:27.324910,0.0,3.68,0.0,0.6,30,1.0476,0.1445
B4ZW9XA3K,2025-08-01 17:06:27.324910,36.9,6.72,6.43,2.62,45,0.9594,0.1357
BX7EEDTJV,2025-08-01 17:06:27.324910,0.0,7.43,0.0,0.57,14,0.9665,0.1231
BZHWJR64D,2025-08-01 17:06:27.324910,96.94,22.38,11.54,0.96,30,0.9903,0.1622
BPJA1WJ0T,2025-08-01 17:06:27.324910,0.0,3.14,0.0,2.53,30,1.0024,0.168
BPAC56T4U,2025-08-01 17:06:27.324910,102.81,18.0,20.35,2.51,30,0.9552,0.1768
BFEL6246H,2025-08-01 17:06:27.324910,64.86,8.32,10.99,1.16,45,1.041,0.1363
BID25OWF7,2025-08-01 17:06:27.324910,52.1,8.11,7.84,0.62,14,1.0182,0.1625
B5935A0L7,2025-08-01 17:06:27.324910,61.89,7.96,4.85,1.68,30,0.9882,0.1289
B253J2D54,2025-08-01 17:06:27.324910,30.77,9.39,5.43,2.0,14,1.0155,0.1441
BI3QK2IAG,2025-08-01 17:06:27.324910,142.2,24.78,38.6,2.24,30,1.0081,0.1547
BL58KXO9T,2025-08-01 17:06:27.324910,192.4,41.03,14.21,2.03,30,1.0096,0.14
B7E8G8JDP,2025-08-01 17:06:27.324910,55.11,16.95,7.58,2.29,45,0.9797,0.1268
B0LVSNUJZ,2025-08-01 17:06:27.324910,60.37,11.09,7.63,1.15,30,0.9828,0.1793
BA7TZ0YNC,2025-08-01 17:06:27.324910,36.88,7.35,12.68,1.07,30,0.9773,0.1703
BXLL4ZKLO,2025-08-01 17:06:27.324910,0.0,4.03,0.0,2.53,14,0.9888,0.1485
BOKEP7Y6W,2025-08-01 17:06:27.324910,0.0,4.57,0.0,2.94,30,0.9982,0.1756
BKTAKPUXQ,2025-08-01 17:06:27.324910,34.23,7.86,7.6,1.38,45,0.9987,0.1214
BXAJI0Y6D,2025-08-02 17:06:27.324910,69.34,12.01,3.21,1.65,45,1.0427,0.1766
BPBHSAHXT,2025-08-02 17:06:27.324910,0.0,3.29,0.0,2.73,14,1.02,0.1324
BHV3A3ZMF,2025-08-02 17:06:27.324910,53.56,14.24,6.89,1.78,45,1.0189,0.1255
B8MDD4V30,2025-08-02 17:06:27.324910,43.14,7.46,2.07,2.16,14,0.9694,0.1234
BT9NT3W5U,2025-08-02 17:06:27.324910,44.04,6.94,12.66,2.32,30,1.0135,0.132
BZBIKCIDK,2025-08-02 17:06:27.324910,53.29,9.13,3.31,1.87,30,1.0141,0.1587
BWNNHJ7XV,2025-08-02 17:06:27.324910,55.45,17.47,16.12,1.82,14,0.9987,0.1674
BG0FN9XUY,2025-08-02 17:06:27.324910,82.5,12.37,11.1,2.18,30,0.9798,0.1304
B41IBLJH7,2025-08-02 17:06:27.324910,0.0,5.74,0.0,1.89,30,1.0356,0.152
B5LXO6QJI,2025-08-02 17:06:27.324910,61.86,12.96,14.48,1.08,14,1.0186,0.1502
BUJV6OH9S,2025-08-02 17:06:27.324910,0.0,4.22,0.0,2.74,45,0.9929,0.1239
BDBDW2PCN,2025-08-02 17:06:27.324910,157.86,31.61,30.2,2.43,45,1.0024,0.1548
B9T84AZYT,2025-08-02 17:06:27.324910,53.63,12.68,5.64,2.09,30,1.0035,0.142
BJXEPQ85J,2025-08-02 17:06:27.324910,112.59,34.22,12.72,2.41,14,1.0243,0.1544
BSG65KXVF,2025-08-02 17:06:27.324910,126.09,22.74,13.0,2.09,14,1.0191,0.1269
B1T2TALA7,2025-08-02 17:06:27.324910,0.0,4.44,0.0,0.54,14,0.9638,0.1562
B53LC58DR,2025-08-02 17:06:27.324910,18.76,3.87,7.56,0.58,45,0.9663,0.1365
BC11ERTJ5,2025-08-02 17:06:27.324910,74.34,22.75,46.11,2.61,14,0.9668,0.1529
BPHT0HL9X,2025-08-02 17:06:27.324910,24.87,9.08,17.99,2.42,14,1.0241,0.1227
BPSEIMVIH,2025-08-02 17:06:27.324910,16.12,4.94,4.76,0.5,14,0.989,0.1514
BCWI64CIY,2025-08-02 17:06:27.324910,43.38,7.92,7.21,0.51,30,0.9692,0.1392
BHE7UR23G,2025-08-02 17:06:27.324910,124.14,29.49,16.75,1.09,30,1.0415,0.169
BDPPQ0Y9D,2025-08-02 17:06:27.324910,46.68,17.56,17.03,1.93,14,1.0112,0.1491
BOM5IGQPK,2025-08-02 17:06:27.324910,71.63,13.4,4.13,2.05,14,1.0046,0.1378
BI7P5TB94,2025-08-02 17:06:27.324910,94.02,21.14,34.21,2.72,30,1.0095,0.1505
B874FRHOC,2025-08-02 17:06:27.324910,115.85,30.05,27.69,1.69,14,1.0072,0.1591
BN9J2QP89,2025-08-02 17:06:27.324910,30.69,8.61,15.66,2.33,45,0.9416,0.1791
BUZFK8UT0,2025-08-02 17:06:27.324910,36.86,6.6,7.23,1.0,30,1.0187,0.1537
BCVS4F8CG,2025-08-02 17:06:27.324910,12.53,3.83,4.94,1.11,45,0.9807,0.1425
BVYIE6IVW,2025-08-02 17:06:27.324910,0.0,3.86,0.0,2.07,30,1.0247,0.1671
BPVS7HZIO,2025-08-02 17:06:27.324910,47.23,6.43,7.01,2.97,30,0.9849,0.1435
BYKL1CQ99,2025-08-02 17:06:27.324910,112.44,44.05,42.3,2.98,45,1.0327,0.1645
BCHJ755NF,2025-08-02 17:06:27.324910,0.0,1.05,0.0,1.34,45,1.0318,0.1391
B4ZW9XA3K,2025-08-02 17:06:27.324910,0.0,0.66,0.0,2.41,45,1.0241,0.1733
BX7EEDTJV,2025-08-02 17:06:27.324910,62.68,23.52,13.6,1.59,14,0.9774,0.1518
BZHWJR64D,2025-08-02 17:06:27.324910,62.97,11.39,5.23,2.36,45,0.9771,0.1241
BPJA1WJ0T,2025-08-02 17:06:27.324910,103.28,19.97,23.79,2.77,30,1.0107,0.165
BPAC56T4U,2025-08-02 17:06:27.324910,43.12,7.86,2.54,2.14,14,1.0251,0.1542
BFEL6246H,2025-08-02 17:06:27.324910,0.0,4.68,0.0,2.92,45,1.0044,0.1468
BID25OWF7,2025-08-02 17:06:27.324910,34.38,8.91,7.09,1.48,14,1.0051,0.1518
B5935A0L7,2025-08-02 17:06:27.324910,105.05,27.08,62.82,2.1,45,1.0197,0.1713
B253J2D54,2025-08-02 17:06:27.324910,0.0,3.38,0.0,1.23,45,1.0087,0.1559
BI3QK2IAG,2025-08-02 17:06:27.324910,104.07,15.41,19.69,2.88,14,1.0045,0.1374
BL58KXO9T,2025-08-02 17:06:27.324910,92.52,19.7,12.63,2.88,45,1.0109,0.1631
B7E8G8JDP,2025-08-02 17:06:27.324910,40.7,14.66,11.88,2.63,30,0.975,0.1227
B0LVSNUJZ,2025-08-02 17:06:27.324910,0.0,4.63,0.0,2.14,14,1.0004,0.1298
BA7TZ0YNC,2025-08-02 17:06:27.324910,41.32,7.82,9.51,2.32,45,0.9894,0.1426
BXLL4ZKLO,2025-08-02 17:06:27.324910,84.8,15.18,10.75,1.57,30,0.9958,0.1266
BOKEP7Y6W,2025-08-02 17:06:27.324910,23.52,5.64,18.57,0.67,45,0.9766,0.1261
BKTAKPUXQ,2025-08-02 17:06:27.324910,68.5,15.23,14.01,2.38,30,0.9868,0.1395
BXAJI0Y6D,2025-08-03 17:06:27.324910,39.02,8.69,7.55,2.29,45,1.0051,0.1778
BPBHSAHXT,2025-08-03 17:06:27.324910,88.56,25.93,35.91,0.5,30,0.9564,0.1472
BHV3A3ZMF,2025-08-03 17:06:27.324910,43.15,13.29,20.51,1.61,45,1.0084,0.1701
B8MDD4V30,2025-08-03 17:06:27.324910,86.2,20.63,15.18,1.91,30,1.0061,0.1442
BT9NT3W5U,2025-08-03 17:06:27.324910,0.0,1.39,0.0,1.39,45,0.986,0.1651
BZBIKCIDK,2025-08-03 17:06:27.324910,30.04,8.91,13.88,2.99,45,0.9873,0.1763
BWNNHJ7XV,2025-08-03 17:06:27.324910,27.51,4.65,21.11,1.92,45,1.0229,0.1271
BG0FN9XUY,2025-08-03 17:06:27.324910,0.0,4.87,0.0,2.68,14,1.0138,0.1416
B41IBLJH7,2025-08-03 17:06:27.324910,50.68,14.35,6.44,1.88,45,1.0272,0.1358
B5LXO6QJI,2025-08-03 17:06:27.324910,111.35,28.14,10.19,1.78,30,1.0234,0.1347
BUJV6OH9S,2025-08-03 17:06:27.324910,0.0,9.48,0.0,1.17,14,0.9976,0.1519
BDBDW2PCN,2025-08-03 17:06:27.324910,89.88,18.66,32.53,2.7,30,0.9678,0.1635
B9T84AZYT,2025-08-03 17:06:27.324910,58.34,10.55,5.2,1.8,30,0.9895,0.1461
BJXEPQ85J,2025-08-03 17:06:27.324910,41.99,6.99,2.55,2.78,14,0.9229,0.1626
BSG65KXVF,2025-08-03 17:06:27.324910,39.28,9.85,2.13,2.19,14,1.0083,0.1406
B1T2TALA7,2025-08-03 17:06:27.324910,74.61,11.07,7.28,1.89,45,1.0074,0.152
B53LC58DR,2025-08-03 17:06:27.324910,48.34,6.53,4.57,2.24,30,0.9965,0.1729
BC11ERTJ5,2025-08-03 17:06:27.324910,42.82,13.18,8.25,1.5,30,0.9895,0.155
BPHT0HL9X,2025-08-03 17:06:27.324910,36.42,10.55,4.71,2.47,14,0.9813,0.1575
BPSEIMVIH,2025-08-03 17:06:27.324910,43.69,8.75,5.56,1.15,45,0.9978,0.143
BCWI64CIY,2025-08-03 17:06:27.324910,64.05,15.96,12.16,2.88,45,1.0125,0.1278
BHE7UR23G,2025-08-03 17:06:27.324910,69.68,14.27,20.35,2.71,45,1.0018,0.1463
BDPPQ0Y9D,2025-08-03 17:06:27.324910,130.26,31.4,17.12,0.52,45,1.0194,0.1392
BOM5IGQPK,2025-08-03 17:06:27.324910,53.82,19.01,7.06,0.69,14,1.0372,0.1646
BI7P5TB94,2025-08-03 17:06:27.324910,41.04,15.55,10.23,1.93,30,0.9984,0.1795
B874FRHOC,2025-08-03 17:06:27.324910,39.75,8.11,9.36,2.83,30,0.9955,0.1626
BN9J2QP89,2025-08-03 17:06:27.324910,135.63,27.42,19.37,0.71,30,0.9764,0.1692
BUZFK8UT0,2025-08-03 17:06:27.324910,32.5,6.88,6.77,2.35,14,1.0185,0.1376
BCVS4F8CG,2025-08-03 17:06:27.324910,101.64,18.8,15.41,1.75,45,1.0175,0.1543
BVYIE6IVW,2025-08-03 17:06:27.324910,0.0,2.64,0.0,2.94,30,1.0175,0.1334
BPVS7HZIO,2025-08-03 17:06:27.324910,80.7,18.51,17.36,1.14,45,1.0145,0.1265
BYKL1CQ99,2025-08-03 17:06:27.324910,107.75,23.14,16.7,1.72,45,0.9964,0.1704
BCHJ755NF,2025-08-03 17:06:27.324910,61.03,11.85,7.91,1.13,30,1.0173,0.1788
B4ZW9XA3K,2025-08-03 17:06:27.324910,47.84,18.42,5.73,2.94,45,0.9812,0.1223
BX7EEDTJV,2025-08-03 17:06:27.324910,34.07,4.78,5.85,1.67,30,0.9738,0.1504
BZHWJR64D,2025-08-03 17:06:27.324910,51.12,13.19,12.4,2.84,30,1.0139,0.1687
BPJA1WJ0T,2025-08-03 17:06:27.324910,81.01,16.86,6.11,0.92,14,1.0019,0.1263
BPAC56T4U,2025-08-03 17:06:27.324910,0.0,6.82,0.0,2.54,14,1.0176,0.1528
BFEL6246H,2025-08-03 17:06:27.324910,48.84,20.47,14.3,1.9,45,1.0539,0.1253
BID25OWF7,2025-08-03 17:06:27.324910,0.0,1.85,0.0,2.2,45,0.985,0.1575
B5935A0L7,2025-08-03 17:06:27.324910,39.37,9.45,2.05,1.25,30,1.0553,0.1669
B253J2D54,2025-08-03 17:06:27.324910,71.37,13.22,16.6,1.64,30,0.9934,0.1738
BI3QK2IAG,2025-08-03 17:06:27.324910,84.74,15.29,9.75,2.43,30,0.9962,0.1793
BL58KXO9T,2025-08-03 17:06:27.324910,88.9,13.75,39.12,1.39,45,0.9777,0.1249
B7E8G8JDP,2025-08-03 17:06:27.324910,104.13,25.99,17.07,1.72,14,1.0058,0.176
B0LVSNUJZ,2025-08-03 17:06:27.324910,0.0,4.24,0.0,1.09,30,1.0169,0.1756
BA7TZ0YNC,2025-08-03 17:06:27.324910,90.34,18.72,13.67,2.18,45,1.0184,0.1508
BXLL4ZKLO,2025-08-03 17:06:27.324910,32.52,7.59,21.38,2.76,14,0.9594,0.13
BOKEP7Y6W,2025-08-03 17:06:27.324910,0.0,1.21,0.0,0.61,45,0.9888,0.1228
BKTAKPUXQ,2025-08-03 17:06:27.324910,93.28,19.36,5.53,2.92,30,1.0158,0.146
BXAJI0Y6D,2025-08-04 17:06:27.324910,79.23,16.21,6.01,0.96,14,0.9869,0.1701
BPBHSAHXT,2025-08-04 17:06:27.324910,0.0,2.6,0.0,2.86,45,1.0109,0.1512
BHV3A3ZMF,2025-08-04 17:06:27.324910,45.69,11.88,17.05,1.23,45,0.9972,0.1764
B8MDD4V30,2025-08-04 17:06:27.324910,28.5,8.34,6.84,1.12,45,1.0352,0.1403
BT9NT3W5U,2025-08-04 17:06:27.324910,43.4,6.51,28.53,2.52,14,1.0153,0.163
BZBIKCIDK,2025-08-04 17:06:27.324910,82.74,12.95,6.09,1.88,45,0.9958,0.1412
BWNNHJ7XV,2025-08-04 17:06:27.324910,0.0,5.15,0.0,2.03,14,0.9962,0.1355
BG0FN9XUY,2025-08-04 17:06:27.324910,49.79,6.01,3.91,1.86,14,1.0288,0.1782
B41IBLJH7,2025-08-04 17:06:27.324910,31.66,9.48,4.69,1.38,30,1.005,0.1497
B5LXO6QJI,2025-08-04 17:06:27.324910,0.0,1.4,0.0,1.36,45,0.9853,0.1798
BUJV6OH9S,2025-08-04 17:06:27.324910,150.81,33.32,48.72,1.74,14,1.0077,0.172
BDBDW2PCN,2025-08-04 17:06:27.324910,58.77,12.96,7.83,2.7,45,0.9885,0.148
B9T84AZYT,2025-08-04 17:06:27.324910,37.56,10.06,16.53,0.81,14,1.0075,0.1445
BJXEPQ85J,2025-08-04 17:06:27.324910,0.0,1.68,0.0,1.39,45,1.0063,0.151
BSG65KXVF,2025-08-04 17:06:27.324910,90.72,10.68,13.7,2.91,14,0.9727,0.1555
B1T2TALA7,2025-08-04 17:06:27.324910,19.25,8.05,4.13,2.32,30,1.006,0.1708
B53LC58DR,2025-08-04 17:06:27.324910,121.62,20.95,28.45,0.53,30,1.0075,0.1347
BC11ERTJ5,2025-08-04 17:06:27.324910,19.82,4.52,2.35,0.66,14,1.017,0.1315
BPHT0HL9X,2025-08-04 17:06:27.324910,87.63,13.18,18.52,2.37,30,1.0134,0.1208
BPSEIMVIH,2025-08-04 17:06:27.324910,40.75,6.77,5.33,2.47,45,1.0245,0.1669
BCWI64CIY,2025-08-04 17:06:27.324910,0.0,2.83,0.0,0.83,14,0.9997,0.1467
BHE7UR23G,2025-08-04 17:06:27.324910,35.16,9.64,11.27,2.61,30,0.9856,0.1663
BDPPQ0Y9D,2025-08-04 17:06:27.324910,0.0,3.84,0.0,1.68,30,0.9906,0.1554
BOM5IGQPK,2025-08-04 17:06:27.324910,80.74,19.56,5.69,2.19,30,1.0089,0.127
BI7P5TB94,2025-08-04 17:06:27.324910,58.14,13.81,4.36,1.09,14,1.0533,0.1213
B874FRHOC,2025-08-04 17:06:27.324910,87.57,19.71,50.75,1.92,14,1.0172,0.1789
BN9J2QP89,2025-08-04 17:06:27.324910,91.44,25.5,20.14,2.91,30,1.0423,0.1385
BUZFK8UT0,2025-08-04 17:06:27.324910,83.4,15.74,43.18,2.24,45,0.9783,0.1706
BCVS4F8CG,2025-08-04 17:06:27.324910,45.36,9.26,23.48,2.01,30,0.9867,0.1464
BVYIE6IVW,2025-08-04 17:06:27.324910,49.46,8.52,7.23,0.69,45,1.0055,0.1441
BPVS7HZIO,2025-08-04 17:06:27.324910,25.76,4.94,11.88,2.3,14,1.0333,0.1218
BYKL1CQ99,2025-08-04 17:06:27.324910,16.54,3.22,4.23,1.53,45,1.0275,0.1566
BCHJ755NF,2025-08-04 17:06:27.324910,47.39,10.45,5.09,1.16,30,0.9898,0.1641
B4ZW9XA3K,2025-08-04 17:06:27.324910,66.15,12.71,21.69,2.12,30,0.983,0.1476
BX7EEDTJV,2025-08-04 17:06:27.324910,58.74,11.16,2.08,1.97,30,0.9616,0.1414
BZHWJR64D,2025-08-04 17:06:27.324910,84.45,23.24,22.3,2.44,14,0.9899,0.166
BPJA1WJ0T,2025-08-04 17:06:27.324910,20.48,4.17,7.45,1.38,14,0.9961,0.1266
BPAC56T4U,2025-08-04 17:06:27.324910,0.0,1.72,0.0,0.7,30,1.0083,0.1731
BFEL6246H,2025-08-04 17:06:27.324910,0.0,5.1,0.0,0.65,30,0.978,0.1784
BID25OWF7,2025-08-04 17:06:27.324910,0.0,3.67,0.0,2.13,30,1.0402,0.1682
B5935A0L7,2025-08-04 17:06:27.324910,0.0,9.4,0.0,1.63,14,1.023,0.1719
B253J2D54,2025-08-04 17:06:27.324910,133.98,37.36,30.84,0.6,45,0.9592,0.18
BI3QK2IAG,2025-08-04 17:06:27.324910,101.88,23.04,13.75,0.64,45,0.9856,0.1298
BL58KXO9T,2025-08-04 17:06:27.324910,216.12,51.24,27.21,2.46,45,1.0189,0.1725
B7E8G8JDP,2025-08-04 17:06:27.324910,22.79,5.27,2.18,1.87,30,1.0031,0.1294
B0LVSNUJZ,2025-08-04 17:06:27.324910,51.18,14.81,42.63,2.18,14,1.011,0.1313
BA7TZ0YNC,2025-08-04 17:06:27.324910,30.26,5.09,2.8,2.45,30,0.9923,0.1388
BXLL4ZKLO,2025-08-04 17:06:27.324910,0.0,2.13,0.0,2.35,45,1.0006,0.1569
BOKEP7Y6W,2025-08-04 17:06:27.324910,136.62,28.06,36.57,2.2,30,1.0125,0.1254
BKTAKPUXQ,2025-08-04 17:06:27.324910,82.3,14.91,10.72,1.05,45,1.0369,0.1225
BXAJI0Y6D,2025-08-05 17:06:27.324910,99.04,20.27,12.19,2.95,14,0.995,0.1422
BPBHSAHXT,2025-08-05 17:06:27.324910,77.02,14.26,10.66,2.39,45,1.0267,0.1772
BHV3A3ZMF,2025-08-05 17:06:27.324910,71.48,32.15,24.96,2.0,45,0.9495,0.1694
B8MDD4V30,2025-08-05 17:06:27.324910,0.0,7.72,0.0,2.16,45,1.0013,0.1316
BT9NT3W5U,2025-08-05 17:06:27.324910,64.52,9.18,23.86,1.96,30,1.0146,0.1482
BZBIKCIDK,2025-08-05 17:06:27.324910,65.52,18.57,46.87,0.58,45,1.0092,0.1557
BWNNHJ7XV,2025-08-05 17:06:27.324910,66.63,12.76,19.47,1.36,14,0.9979,0.127
BG0FN9XUY,2025-08-05 17:06:27.324910,28.17,6.75,4.3,0.77,45,1.0294,0.1687
B41IBLJH7,2025-08-05 17:06:27.324910,194.4,53.77,74.51,2.14,45,1.0374,0.1765
B5LXO6QJI,2025-08-05 17:06:27.324910,0.0,3.33,0.0,1.12,45,0.9982,0.176
BUJV6OH9S,2025-08-05 17:06:27.324910,26.27,5.77,3.6,1.56,30,0.9959,0.1278
BDBDW2PCN,2025-08-05 17:06:27.324910,0.0,2.4,0.0,1.04,14,0.9914,0.1752
B9T84AZYT,2025-08-05 17:06:27.324910,156.42,33.02,42.32,2.58,30,1.0279,0.1748
BJXEPQ85J,2025-08-05 17:06:27.324910,82.89,14.54,48.98,2.04,30,0.9827,0.1728
BSG65KXVF,2025-08-05 17:06:27.324910,0.0,6.27,0.0,0.64,45,0.9832,0.1394
B1T2TALA7,2025-08-05 17:06:27.324910,53.43,15.1,16.17,2.59,30,1.0074,0.1293
B53LC58DR,2025-08-05 17:06:27.324910,0.0,4.24,0.0,1.25,14,0.9691,0.1487
BC11ERTJ5,2025-08-05 17:06:27.324910,54.94,12.6,13.13,0.94,45,1.0096,0.1752
